"when","monitor_ambient_1","monitor_ambient_2","pipe_inlet","pipe_outlet","sensor_A","sensor_AB","sensor_CD","sensor_EF","sensor_F","sensor_G","sensor_GH","sensor_H","sensor_K","sensor_L","sensor_M","sensor_N","sensor_O","sensor_Q","sensor_T","sensor_U","sensor_X","sensor_Z"
"2018.10.12_21",12.9280 ,14.0922 ,9.8629 ,13.5786 , ,34.7208 ,26.2208 ,47.3105 ,51.5252 ,43.0625 ,51.8367 ,9.5827 , , , ,42.6714 ,29.8206 ,49.3085 ,52.9395 ,40.8347 , ,38.1895 
"2018.10.12_22",12.7446 ,13.9062 ,8.6159 ,10.9899 , ,34.4980 ,26.5847 ,47.3740 ,51.6845 ,43.0675 ,51.6875 ,9.1139 , , , ,43.8931 ,29.6341 ,49.3246 ,52.8952 ,40.8054 , ,38.1935 
"2018.10.12_23",12.6509 ,13.7812 ,8.4819 ,10.2540 , ,34.2681 ,26.8569 ,47.6341 ,51.8407 ,43.0716 ,51.7661 ,9.1008 , , , ,44.5786 ,29.4335 ,49.3125 ,52.8337 ,40.7510 , ,38.2067 
"2018.10.13_00",12.5237 ,13.6142 ,8.1512 ,9.6996 , ,34.0444 ,27.3317 ,47.8639 ,51.9940 ,43.0726 ,51.8972 ,8.7883 , , , ,44.9052 ,29.2460 ,49.3125 ,52.8125 ,40.7278 , ,38.1764 
"2018.10.13_01",12.3039 ,13.3901 ,7.9607 ,9.3165 , ,33.8175 ,27.8306 ,48.0444 ,52.1371 ,43.0897 ,52.0464 ,8.5161 , , , ,45.0786 ,29.0645 ,49.3276 ,52.8125 ,40.6875 , ,38.1220 
"2018.10.13_02",12.2701 ,13.3167 ,7.9173 ,9.1815 , ,33.5806 ,28.2036 ,48.1734 ,52.2823 ,43.0716 ,52.1704 ,8.5312 , , , ,45.2006 ,28.8810 ,49.3750 ,52.8125 ,40.6512 , ,38.0655 
"2018.10.13_03",12.3987 ,13.4095 ,7.9597 ,9.2510 , ,33.3508 ,28.5817 ,48.2742 ,52.4133 ,43.0625 ,52.2853 ,8.6694 , , , ,45.2752 ,28.7127 ,49.4264 ,52.8125 ,40.6250 , ,38.0151 
"2018.10.13_04",12.4450 ,13.4709 ,13.5671 ,26.8424 , ,33.1200 ,28.9012 ,47.7994 ,52.5464 ,43.0625 ,52.2571 ,8.7337 , , , ,40.9627 ,28.5625 ,49.4808 ,52.8589 ,40.5837 , ,37.6310 
"2018.10.13_05",12.4655 ,13.4881 ,9.7389 ,13.9617 , ,32.8942 ,29.2087 ,46.8407 ,52.6593 ,43.0625 ,51.7087 ,8.8276 , , , ,41.7893 ,28.4194 ,49.5524 ,52.8226 ,40.5625 , ,37.4304 
"2018.10.13_06",12.4925 ,13.5000 ,8.6562 ,11.0454 , ,32.6643 ,29.4990 ,46.8639 ,52.7631 ,43.0433 ,51.4768 ,8.8417 , , , ,43.0635 ,28.2873 ,49.5625 ,52.7167 ,40.5454 , ,37.5252 
"2018.10.13_07",12.4068 ,13.4216 ,8.1048 ,9.8155 , ,32.4415 ,29.7933 ,47.1069 ,52.8569 ,43.0000 ,51.5081 ,8.4960 , , , ,43.7611 ,28.1421 ,49.5464 ,52.6119 ,40.5000 , ,37.5625 
"2018.10.13_08",12.2985 ,13.4440 ,7.4073 ,8.9385 , ,32.2173 ,29.7510 ,47.3542 ,52.9673 ,43.0000 ,51.6310 ,7.9748 , , , ,44.2788 ,27.9931 ,49.5020 ,52.5446 ,40.5000 , ,37.5625 
"2018.10.13_09",12.0657 ,13.2683 ,6.9627 ,8.3770 , ,31.9929 ,29.7026 ,47.5817 ,53.0635 ,42.9839 ,51.8004 ,7.5938 , , , ,44.6290 ,27.7893 ,49.5030 ,52.4990 ,40.4728 , ,37.5625 
"2018.10.13_10",12.0754 ,13.2144 ,7.4516 ,8.3760 , ,31.7732 ,29.7732 ,47.7349 ,53.1643 ,42.9415 ,51.9325 ,7.9577 , , , ,44.7278 ,27.6028 ,49.5544 ,52.4849 ,40.4375 , ,37.5181 
"2018.10.13_11",12.1218 ,13.2996 ,9.2218 ,8.9194 , ,31.5403 ,29.5393 ,47.8710 ,53.2651 ,42.9375 ,52.0726 ,8.8629 , , , ,45.0323 ,27.4375 ,49.5685 ,52.4466 ,40.4375 , ,37.5252 
"2018.10.13_12",12.2786 ,13.4608 ,13.9238 ,24.9186 , ,31.3155 ,29.1583 ,47.5252 ,53.3458 ,42.9234 ,52.1119 ,9.7871 , , , ,41.1845 ,27.3085 ,49.6230 ,52.4405 ,40.4304 , ,37.2510 
"2018.10.13_13",12.2489 ,13.4429 ,12.5776 ,13.6008 , ,31.0887 ,28.2359 ,46.6845 ,53.4244 ,42.8750 ,51.6915 ,11.2198 , , , ,42.1845 ,27.1694 ,49.6704 ,52.4204 ,40.3821 , ,37.1169 
"2018.10.13_14",11.3362 ,12.1950 ,13.1038 ,11.8317 , ,30.8679 ,27.4567 ,46.7692 ,53.5000 ,42.8448 ,51.5363 ,11.1986 , , , ,43.6361 ,27.0393 ,49.6734 ,52.3095 ,40.3750 , ,37.2873 
"2018.10.13_15",11.1013 ,11.8502 ,11.6240 ,11.1683 , ,30.6724 ,26.7671 ,47.0655 ,53.5665 ,42.8125 ,51.6200 ,11.0071 , , , ,44.5010 ,26.9002 ,49.6250 ,52.2016 ,40.3720 , ,37.4052 
"2018.10.13_16",11.2166 ,12.0345 ,11.2702 ,11.0796 , ,30.4778 ,26.3619 ,47.3367 ,53.6250 ,42.7742 ,51.7692 ,11.0423 , , , ,44.9204 ,26.7853 ,49.5817 ,52.1260 ,40.3155 , ,37.4536 
"2018.10.13_17",10.9714 ,11.9407 ,10.2591 ,10.7893 , ,30.2883 ,26.2379 ,47.5494 ,53.6815 ,42.7460 ,51.9405 ,10.3639 , , , ,45.1300 ,26.6966 ,49.5625 ,52.1149 ,40.3014 , ,37.5010 
"2018.10.13_18",10.9073 ,12.1568 ,9.3841 ,10.4274 , ,30.1129 ,26.3427 ,47.6956 ,53.7208 ,42.6885 ,52.0766 ,9.7349 , , , ,45.1361 ,26.5847 ,49.5625 ,52.0867 ,40.2500 , ,37.5020 
"2018.10.13_19",10.9989 ,12.6487 ,8.1613 ,9.7480 , ,29.9425 ,26.8397 ,47.7510 ,53.7500 ,42.6764 ,52.1704 ,8.8276 , , , ,44.8861 ,26.4546 ,49.6079 ,52.1190 ,40.1996 , ,37.4415 
"2018.10.13_20",10.6627 ,12.3922 ,12.5521 ,24.7565 , ,29.7863 ,27.1673 ,47.3609 ,53.8004 ,42.6250 ,52.1583 ,8.2637 , , , ,40.9143 ,26.3034 ,49.6310 ,52.1250 ,40.1542 , ,37.0635 
"2018.10.13_21",10.8125 ,12.1907 ,8.0847 ,12.7238 , ,29.6270 ,27.5675 ,46.2722 ,53.8125 ,42.6018 ,51.5837 ,7.4335 , , , ,40.9768 ,26.1270 ,49.6875 ,52.1220 ,40.0988 , ,36.7500 
"2018.10.13_22",10.0604 ,11.8739 ,6.4647 ,9.4667 , ,29.4607 ,27.9698 ,46.1613 ,53.8599 ,42.5625 ,51.2722 ,7.0988 , , , ,42.1573 ,25.9294 ,49.6875 ,52.0333 ,40.0514 , ,36.7500 
"2018.10.13_23",9.8287 ,11.8901 ,5.7893 ,8.3226 , ,29.2917 ,28.3790 ,46.3353 ,53.8780 ,42.5496 ,51.2500 ,6.9597 , , , ,42.7986 ,25.7431 ,49.6359 ,51.9306 ,40.0000 , ,36.7500 
"2018.10.14_00",9.6950 ,11.8567 ,5.3528 ,7.7046 , ,29.1220 ,28.7823 ,46.5020 ,53.9345 ,42.5010 ,51.2944 ,6.6069 , , , ,43.1341 ,25.5625 ,49.6058 ,51.8558 ,39.9425 , ,36.6935 
"2018.10.14_01",9.2963 ,11.5205 ,5.0373 ,7.2812 , ,28.9395 ,29.1159 ,46.6351 ,53.9637 ,42.4899 ,51.3589 ,6.3236 , , , ,43.3317 ,25.3770 ,49.5635 ,51.8105 ,39.8992 , ,36.6371 
"2018.10.14_02",9.2274 ,11.4353 ,4.8710 ,6.9798 , ,28.7581 ,29.4778 ,46.7238 ,54.0000 ,42.4385 ,51.4415 ,6.0827 , , , ,43.4204 ,25.1794 ,49.5625 ,51.7571 ,39.8619 , ,36.5706 
"2018.10.14_03",9.2828 ,11.3602 ,4.7212 ,6.7540 , ,28.5766 ,29.7833 ,46.7913 ,54.0474 ,42.4183 ,51.5010 ,5.8879 , , , ,43.4496 ,24.9738 ,49.5746 ,51.7500 ,39.8125 , ,36.5161 
"2018.10.14_04",9.1573 ,11.1972 ,10.9809 ,23.6895 , ,28.3962 ,30.0121 ,46.4627 ,54.0847 ,42.3760 ,51.4879 ,5.7289 , , , ,39.8942 ,24.7732 ,49.6220 ,51.7258 ,39.7681 , ,36.1774 
"2018.10.14_05",8.8966 ,10.9957 ,6.5847 ,11.7520 , ,28.2127 ,30.2107 ,45.3790 ,54.1240 ,42.3357 ,50.9173 ,5.5544 , , , ,39.7601 ,24.5766 ,49.6250 ,51.6673 ,39.7389 , ,35.8730 
"2018.10.14_06",8.8675 ,10.9526 ,4.9869 ,8.2621 , ,28.0413 ,30.4879 ,45.2429 ,54.1250 ,42.2964 ,50.5706 ,5.4516 , , , ,41.0565 ,24.3821 ,49.6250 ,51.5423 ,39.6875 , ,35.9173 
"2018.10.14_07",9.2284 ,11.0151 ,4.8024 ,7.2560 , ,27.8518 ,30.6966 ,45.4244 ,54.1290 ,42.2510 ,50.5091 ,5.6119 , , , ,41.7742 ,24.1925 ,49.5655 ,51.3942 ,39.6472 , ,35.9365 
"2018.10.14_08",9.6494 ,11.0742 ,5.7359 ,7.1804 , ,27.6694 ,30.6411 ,45.6200 ,54.1845 ,42.2067 ,50.5827 ,6.3216 , , , ,42.1956 ,24.0252 ,49.5040 ,51.2802 ,39.6149 , ,35.9385 
"2018.10.14_09",9.6433 ,11.2177 ,7.5444 ,7.7550 , ,27.4808 ,30.5897 ,45.7933 ,54.1875 ,42.1653 ,50.6613 ,7.5464 , , , ,42.5071 ,23.9073 ,49.4758 ,51.1875 ,39.5625 , ,35.9758 
"2018.10.14_10",9.8804 ,11.0129 ,9.6508 ,8.6131 , ,27.3024 ,30.6321 ,45.9466 ,54.2308 ,42.1079 ,50.7631 ,8.8175 , , , ,42.8448 ,23.8276 ,49.4375 ,51.1169 ,39.5252 , ,36.0726 
"2018.10.14_11",10.4343 ,11.3534 ,11.7147 ,9.6179 , ,27.1310 ,30.7288 ,46.0907 ,54.2500 ,42.0464 ,50.8589 ,10.3337 , , , ,43.0877 ,23.7621 ,49.4375 ,51.0625 ,39.4940 , ,36.1875 
"2018.10.14_12",11.1379 ,11.8179 ,15.2046 ,25.3638 , ,26.9849 ,30.6341 ,45.9284 ,54.2500 ,41.9859 ,50.9002 ,12.0763 , , , ,40.1633 ,23.7500 ,49.4486 ,51.0423 ,39.4375 , ,36.0938 
"2018.10.14_13",11.5286 ,12.1419 ,15.2651 ,17.0907 , ,26.8522 ,30.4573 ,44.9167 ,54.2431 ,41.9127 ,50.4038 ,12.8044 , , , ,39.7619 ,23.7500 ,49.5000 ,50.9742 ,39.4038 , ,35.8849 
"2018.10.14_14",12.0140 ,12.6121 ,14.5655 ,13.8982 , ,26.7419 ,30.2792 ,44.7923 ,54.1895 ,41.8427 ,50.0766 ,12.6835 , , , ,41.0181 ,23.7500 ,49.4788 ,50.8387 ,39.3679 , ,36.0837 
"2018.10.14_15",11.9106 ,12.5690 ,13.9103 ,12.7974 , ,26.6542 ,30.0071 ,45.0262 ,54.1724 ,41.7712 ,50.0554 ,12.5635 , , , ,41.8659 ,23.7329 ,49.4274 ,50.6976 ,39.3155 , ,36.2712 
"2018.10.14_16",12.0453 ,12.7823 ,12.9637 ,12.2712 , ,26.5806 ,30.0212 ,45.2752 ,54.1250 ,41.7147 ,50.1290 ,12.1462 , , , ,42.2772 ,23.6875 ,49.3750 ,50.5907 ,39.2732 , ,36.3881 
"2018.10.14_17",12.0625 ,12.9248 ,11.9583 ,11.8760 , ,26.5101 ,29.9335 ,45.4839 ,54.1230 ,41.6522 ,50.2339 ,11.5982 , , , ,42.5685 ,23.6885 ,49.3397 ,50.5232 ,39.2329 , ,36.4456 
"2018.10.14_18",12.3082 ,13.2899 ,10.4315 ,11.1885 , ,26.4395 ,30.0554 ,45.6250 ,54.0706 ,41.6109 ,50.3448 ,10.5363 , , , ,42.6250 ,23.6875 ,49.3125 ,50.4990 ,39.1875 , ,36.4415 
"2018.10.14_19",11.8481 ,12.9784 ,8.9395 ,10.2702 , ,26.3901 ,30.2016 ,45.7157 ,54.0353 ,41.5635 ,50.4294 ,9.5192 , , , ,42.6300 ,23.6502 ,49.3518 ,50.4839 ,39.1270 , ,36.3952 
"2018.10.14_20",11.7026 ,12.8071 ,12.3066 ,24.4349 , ,26.3296 ,30.3821 ,45.5171 ,54.0000 ,41.5232 ,50.4587 ,9.1651 , , , ,39.6744 ,23.5554 ,49.3750 ,50.4768 ,39.0796 , ,36.1321 
"2018.10.14_21",11.3351 ,12.5679 ,9.3478 ,14.8810 , ,26.2752 ,30.4879 ,44.4355 ,53.9829 ,41.4798 ,49.9516 ,8.7248 , , , ,38.8931 ,23.4546 ,49.3780 ,50.4506 ,39.0464 , ,35.7510 
"2018.10.14_22",11.3019 ,12.4597 ,7.7460 ,10.7752 , ,26.2127 ,30.6079 ,44.2107 ,53.9375 ,41.4365 ,49.5736 ,8.3548 , , , ,40.1603 ,23.3357 ,49.3750 ,50.3538 ,39.0000 , ,35.8054 
"2018.10.14_23",11.0409 ,12.2845 ,7.1583 ,9.4365 , ,26.1381 ,30.7621 ,44.3881 ,53.9375 ,41.3931 ,49.5000 ,8.0827 , , , ,40.8861 ,23.2046 ,49.3306 ,50.2298 ,38.9677 , ,35.8286 
"2018.10.15_00",11.3136 ,12.3039 ,7.0268 ,8.8919 , ,26.0565 ,30.9577 ,44.5837 ,53.9264 ,41.3498 ,49.5615 ,8.0288 , , , ,41.2944 ,23.0706 ,49.2671 ,50.1351 ,38.9375 , ,35.8710 
"2018.10.15_01",10.7985 ,12.0927 ,6.9103 ,8.6048 , ,25.9718 ,31.1240 ,44.7510 ,53.8800 ,41.3125 ,49.6421 ,7.9345 , , , ,41.5454 ,22.9496 ,49.2157 ,50.0605 ,38.8871 , ,35.8609 
"2018.10.15_02",10.8006 ,12.0981 ,7.0101 ,8.5081 , ,25.8841 ,31.2591 ,44.8821 ,53.8750 ,41.2530 ,49.7278 ,7.9415 , , , ,41.7117 ,22.8256 ,49.1875 ,50.0010 ,38.8750 , ,35.8216 
"2018.10.15_03",11.4025 ,12.2881 ,7.7117 ,8.7278 , ,25.7823 ,31.4224 ,44.9788 ,53.8750 ,41.2067 ,49.8024 ,8.3397 , , , ,41.8216 ,22.7167 ,49.1875 ,49.9738 ,38.8216 , ,35.8256 
"2018.10.15_04",11.4397 ,12.3653 ,12.0059 ,23.7566 , ,25.7083 ,31.5575 ,44.8552 ,53.8740 ,41.1647 ,49.8393 ,8.6164 , , , ,39.1806 ,22.6369 ,49.1875 ,49.9375 ,38.8125 , ,35.6677 
"2018.10.15_05",11.5528 ,12.2845 ,10.1895 ,15.5393 , ,25.5978 ,31.6643 ,43.7782 ,53.8286 ,41.1210 ,49.3538 ,8.8538 , , , ,38.1139 ,22.5544 ,49.1875 ,49.9083 ,38.7732 , ,35.3276 
"2018.10.15_06",11.2069 ,12.2845 ,9.1532 ,11.5101 , ,25.5101 ,31.8286 ,43.5323 ,53.8125 ,41.0645 ,48.9647 ,9.1794 , , , ,39.4738 ,22.4960 ,49.1724 ,49.7883 ,38.7500 , ,35.4506 
"2018.10.15_07",11.6727 ,12.4375 ,9.2222 ,10.5188 , ,25.4137 ,32.0010 ,43.7232 ,53.7748 ,41.0020 ,48.8859 ,9.4732 , , , ,40.2976 ,22.4425 ,49.1022 ,49.6419 ,38.7262 , ,35.5853 
"2018.10.15_08",11.9988 ,12.7936 ,12.7294 ,24.8601 , ,25.3783 ,32.1524 ,43.8180 ,53.7769 ,40.9770 ,48.9496 ,10.0455 , , , ,39.1875 ,22.4232 ,49.0477 ,49.5565 ,38.7193 , ,35.5855 
"2018.10.15_09",12.5668 ,13.0894 ,11.2046 ,15.3629 , ,25.2581 ,32.2319 ,42.8327 ,53.7077 ,40.9042 ,48.4829 ,10.8750 , , , ,37.4627 ,22.3810 ,48.9758 ,49.4224 ,38.6865 , ,35.2319 
"2018.10.15_10",12.8933 ,13.3707 ,11.8621 ,12.8204 , ,25.1935 ,32.2823 ,42.7510 ,53.6683 ,40.8528 ,48.1754 ,12.0069 , , , ,38.9103 ,22.4325 ,48.9062 ,49.2732 ,38.6331 , ,35.4627 
"2018.10.15_11",13.5233 ,13.8072 ,12.8851 ,12.8216 , ,25.1391 ,32.2490 ,43.0373 ,53.6179 ,40.7802 ,48.1673 ,13.0655 , , , ,39.9073 ,22.4405 ,48.7984 ,49.1159 ,38.6250 , ,35.6976 
"2018.10.15_12",14.1110 ,14.2866 ,13.7056 ,13.3448 , ,25.1220 ,32.0081 ,43.3690 ,53.5635 ,40.7177 ,48.2823 ,13.9062 , , , ,40.6119 ,22.5141 ,48.7097 ,48.9879 ,38.6028 , ,35.9143 
"2018.10.15_13",14.5894 ,14.6810 ,14.3942 ,13.9093 , ,25.0927 ,31.5655 ,43.6754 ,53.5071 ,40.6623 ,48.4365 ,14.5726 , , , ,41.1270 ,22.5867 ,48.6331 ,48.9022 ,38.5625 , ,36.1139 
"2018.10.15_14",14.9978 ,15.0851 ,14.8065 ,14.3125 , ,25.0897 ,31.3145 ,43.9214 ,53.4456 ,40.6028 ,48.5837 ,15.0232 , , , ,41.4567 ,22.6683 ,48.6109 ,48.8639 ,38.5595 , ,36.2661 
"2018.10.15_15",15.2553 ,15.3528 ,14.9667 ,14.5806 , ,25.1210 ,31.1633 ,44.1260 ,53.3851 ,40.5423 ,48.7268 ,15.2641 , , , ,41.7349 ,22.7782 ,48.5716 ,48.8165 ,38.5091 , ,36.4093 
"2018.10.15_16",15.4946 ,15.5830 ,15.2836 ,25.8401 , ,25.1250 ,31.0454 ,44.0958 ,53.3145 ,40.4859 ,48.8286 ,15.5743 , , , ,39.2782 ,22.8750 ,48.5827 ,48.8135 ,38.5000 , ,36.3236 
"2018.10.15_17",15.6821 ,15.7478 ,15.1885 ,19.0536 , ,25.1683 ,30.9224 ,43.1331 ,53.2389 ,40.4294 ,48.4284 ,15.5625 , , , ,38.4435 ,22.9808 ,48.6250 ,48.8125 ,38.4667 , ,35.9980 
"2018.10.15_18",16.2166 ,15.9149 ,15.1815 ,16.3044 , ,25.2153 ,30.9544 ,42.9425 ,53.1637 ,40.3720 ,48.0982 ,15.6643 , , , ,39.6776 ,23.0903 ,48.6101 ,48.7440 ,38.4375 , ,36.2143 
"2018.10.15_19",16.3254 ,16.0259 ,15.5131 ,15.7399 , ,25.2823 ,30.7087 ,43.1714 ,53.0837 ,40.3165 ,48.0796 ,16.0887 , , , ,40.6512 ,23.1562 ,48.5474 ,48.6462 ,38.4355 , ,36.4274 
"2018.10.15_20",16.4883 ,16.2320 ,15.8730 ,15.7631 , ,25.3528 ,30.5121 ,43.4607 ,53.0171 ,40.2611 ,48.1845 ,16.4224 , , , ,41.2329 ,23.2208 ,48.4889 ,48.5696 ,38.3800 , ,36.5988 
"2018.10.15_21",16.6401 ,16.4095 ,16.2147 ,15.9536 , ,25.4345 ,30.2853 ,43.7228 ,52.9375 ,40.2167 ,48.3155 ,16.7732 , , , ,41.6502 ,23.3034 ,48.4375 ,48.5272 ,38.3750 , ,36.7450 
"2018.10.15_22",16.7791 ,16.5797 ,16.3589 ,16.1119 , ,25.5192 ,30.2994 ,43.9284 ,52.8629 ,40.1835 ,48.4536 ,16.8901 , , , ,41.8518 ,23.4062 ,48.4365 ,48.5040 ,38.3740 , ,36.8528 
"2018.10.15_23",16.7672 ,16.3987 ,15.2762 ,15.6764 , ,25.5988 ,29.9778 ,44.1240 ,52.7802 ,40.1270 ,48.6099 ,15.9012 , , , ,42.6875 ,23.4970 ,48.4375 ,48.5565 ,38.3286 , ,36.9909 
"2018.10.16_00",16.3588 ,15.7328 ,14.1706 ,23.9980 , ,25.6855 ,29.2470 ,44.1613 ,52.7329 ,40.1109 ,48.7752 ,14.1484 , , , ,40.5948 ,23.4345 ,48.4375 ,48.5746 ,38.3125 , ,36.8750 
"2018.10.16_01",15.8782 ,15.1886 ,11.7702 ,15.7399 , ,25.7591 ,28.4940 ,43.2470 ,52.6754 ,40.0635 ,48.4688 ,12.6361 , , , ,39.3095 ,23.2843 ,48.4375 ,48.6250 ,38.3125 , ,36.3861 
"2018.10.16_02",15.2373 ,14.1573 ,10.7480 ,12.9929 , ,25.8105 ,27.8115 ,43.0897 ,52.6250 ,40.0323 ,48.1986 ,11.6804 , , , ,40.8992 ,23.0806 ,48.4375 ,48.5847 ,38.3125 , ,36.4456 
"2018.10.16_03",14.3211 ,12.9290 ,9.4093 ,11.4002 , ,25.8125 ,26.7954 ,43.3236 ,52.5756 ,40.0000 ,48.2248 ,10.2198 , , , ,41.8256 ,22.7984 ,48.3962 ,48.5272 ,38.2742 , ,36.4536 
"2018.10.16_04",13.2877 ,11.5205 ,8.2087 ,10.0292 , ,25.8125 ,25.5514 ,43.6270 ,52.5615 ,40.0000 ,48.3871 ,8.8871 , , , ,42.3548 ,22.4415 ,48.3216 ,48.5000 ,38.2500 , ,36.4567 
"2018.10.16_05",12.5345 ,10.8685 ,6.7137 ,8.5383 , ,25.7772 ,24.0514 ,43.8841 ,52.5343 ,39.9607 ,48.5806 ,7.3367 , , , ,42.6542 ,22.0312 ,48.2651 ,48.5121 ,38.2500 , ,36.3821 
"2018.10.16_06",12.1110 ,10.4666 ,5.7883 ,7.6794 , ,25.6875 ,23.4889 ,44.0091 ,52.5010 ,39.9375 ,48.7218 ,6.4819 , , , ,42.6542 ,21.6593 ,48.2359 ,48.5625 ,38.2198 , ,36.1663 
"2018.10.16_07",11.3633 ,9.4470 ,5.3417 ,6.9899 , ,25.5696 ,22.8024 ,44.0887 ,52.5000 ,39.9365 ,48.8508 ,5.8488 , , , ,43.0020 ,21.3075 ,48.1885 ,48.6190 ,38.1875 , ,36.0363 
"2018.10.16_08",10.9989 ,9.2694 ,9.9889 ,18.7493 , ,25.4214 ,22.0131 ,44.0272 ,52.5081 ,39.8810 ,48.9506 ,6.0332 , , , ,40.2560 ,20.9657 ,48.1875 ,48.6784 ,38.1431 , ,35.8004 
"2018.10.16_09",10.9224 ,9.2554 ,8.0071 ,11.2540 , ,25.2639 ,21.3095 ,42.9732 ,52.5119 ,39.8671 ,48.5744 ,6.6472 , , , ,38.6062 ,20.6746 ,48.1875 ,48.6954 ,38.1042 , ,35.2093 
"2018.10.16_10",10.6401 ,9.3093 ,8.6935 ,8.6925 , ,25.0948 ,20.5514 ,42.6895 ,52.5171 ,39.8125 ,48.2177 ,7.8609 , , , ,40.2671 ,20.4244 ,48.1442 ,48.6804 ,38.0484 , ,35.1371 
"2018.10.16_11",10.6681 ,9.5345 ,10.9718 ,8.6976 , ,24.9062 ,20.0030 ,42.8468 ,52.5595 ,39.7812 ,48.1815 ,8.7621 , , , ,41.1794 ,20.2601 ,48.0585 ,48.6069 ,37.9869 , ,35.1875 
"2018.10.16_12",10.6735 ,9.5291 ,11.1613 ,9.5565 , ,24.7077 ,19.6351 ,43.0716 ,52.5625 ,39.7440 ,48.2571 ,10.0796 , , , ,41.6855 ,20.1542 ,47.9657 ,48.5554 ,37.9153 , ,35.2288 
"2018.10.16_13",11.0371 ,10.0816 ,14.3740 ,11.9950 , ,24.5141 ,19.5806 ,43.2581 ,52.5625 ,39.6875 ,48.3619 ,12.3901 , , , ,41.9516 ,20.1220 ,47.8861 ,48.5000 ,37.8407 , ,35.3004 
"2018.10.16_14",11.4774 ,10.5420 ,16.2097 ,11.8488 , ,24.3306 ,19.7550 ,43.3821 ,52.5534 ,39.6290 ,48.4627 ,12.2067 , , , ,42.1502 ,20.0736 ,47.8246 ,48.4909 ,37.7621 , ,35.3105 
"2018.10.16_15",11.8578 ,10.9978 ,13.5938 ,11.1935 , ,24.1623 ,20.1855 ,43.4486 ,52.5202 ,39.5716 ,48.5282 ,11.3105 , , , ,42.0161 ,20.0605 ,47.8044 ,48.4375 ,37.6714 , ,35.3125 
"2018.10.16_16",12.1110 ,11.3276 ,13.2396 ,21.3893 , ,24.0081 ,20.6673 ,43.3810 ,52.5000 ,39.5161 ,48.5554 ,10.8613 , , , ,39.6835 ,20.0050 ,47.7550 ,48.4375 ,37.5867 , ,35.1734 
"2018.10.16_17",12.5625 ,12.1509 ,11.1321 ,16.2107 , ,23.8629 ,21.5212 ,42.2661 ,52.4899 ,39.4567 ,48.1220 ,9.8911 , , , ,37.5464 ,20.0000 ,47.7500 ,48.4234 ,37.4970 , ,34.6532 
"2018.10.16_18",12.4746 ,12.3337 ,8.8347 ,11.4597 , ,23.7349 ,22.1290 ,41.8236 ,52.4355 ,39.3962 ,47.6452 ,8.6260 , , , ,38.5292 ,19.9970 ,47.7450 ,48.3296 ,37.4093 , ,34.6250 
"2018.10.16_19",12.2058 ,12.1875 ,7.4748 ,9.5635 , ,23.6321 ,22.5101 ,41.8609 ,52.3851 ,39.3458 ,47.5000 ,7.8397 , , , ,39.1190 ,19.9224 ,47.6734 ,48.1986 ,37.3286 , ,34.5938 
"2018.10.16_20",11.9149 ,11.9817 ,6.7460 ,8.5887 , ,23.5232 ,22.7258 ,41.9929 ,52.3750 ,39.2792 ,47.5000 ,7.3266 , , , ,39.4486 ,19.8276 ,47.6018 ,48.0847 ,37.2419 , ,34.5575 
"2018.10.16_21",11.8211 ,11.8782 ,6.2591 ,8.1149 , ,23.4073 ,22.9597 ,42.1109 ,52.3377 ,39.2258 ,47.5111 ,6.9718 , , , ,39.6482 ,19.7087 ,47.5423 ,47.9859 ,37.1623 , ,34.5010 
"2018.10.16_22",11.7188 ,11.7511 ,5.7540 ,7.6885 , ,23.2903 ,23.2671 ,42.2097 ,52.3125 ,39.1704 ,47.5625 ,6.6190 , , , ,39.7470 ,19.5817 ,47.5000 ,47.9103 ,37.0897 , ,34.4415 
"2018.10.16_23",11.5194 ,11.6067 ,5.3427 ,7.3216 , ,23.1696 ,23.6052 ,42.2698 ,52.3125 ,39.1141 ,47.6042 ,6.2490 , , , ,39.7976 ,19.4504 ,47.4782 ,47.8482 ,37.0228 , ,34.3700 
"2018.10.17_00",11.3676 ,11.4799 ,9.5586 ,19.8581 , ,23.0403 ,23.9163 ,42.2308 ,52.2712 ,39.0565 ,47.6200 ,6.1113 , , , ,37.9415 ,19.3065 ,47.4395 ,47.7873 ,36.9536 , ,34.1946 
"2018.10.17_01",11.3330 ,11.3869 ,7.9153 ,14.7984 , ,22.9153 ,24.2097 ,41.2167 ,52.2500 ,38.9960 ,47.2228 ,6.0887 , , , ,35.7812 ,19.1744 ,47.4375 ,47.7248 ,36.8962 , ,33.7127 
"2018.10.17_02",11.3125 ,11.2640 ,5.6280 ,9.3710 , ,22.7762 ,24.5312 ,40.7671 ,52.2490 ,38.9355 ,46.7278 ,5.7994 , , , ,37.0897 ,19.0323 ,47.4264 ,47.5877 ,36.8397 , ,33.7188 
"2018.10.17_03",11.2457 ,11.2619 ,4.9214 ,7.8165 , ,22.6472 ,24.8538 ,40.8569 ,52.2087 ,38.8770 ,46.5736 ,5.7258 , , , ,37.8770 ,18.8881 ,47.3518 ,47.4173 ,36.7833 , ,33.7500 
"2018.10.17_04",11.2877 ,11.2026 ,4.8810 ,7.2208 , ,22.5151 ,25.0958 ,41.0242 ,52.1875 ,38.8226 ,46.5645 ,5.8185 , , , ,38.3700 ,18.7530 ,47.2702 ,47.2540 ,36.7369 , ,33.7500 
