"when","monitor_ambient_1","monitor_ambient_2","pipe_inlet","pipe_outlet","sensor_A","sensor_AB","sensor_CD","sensor_EF","sensor_F","sensor_G","sensor_GH","sensor_H","sensor_K","sensor_L","sensor_M","sensor_N","sensor_O","sensor_Q","sensor_T","sensor_U","sensor_X","sensor_Z"
"2018.09.24_03:2",12.1625 ,12.3688 ,10.9938 ,12.9313 , ,41.5938 ,45.0875 ,53.7500 ,65.9716 ,57.0625 ,57.6688 ,11.8562 ,67.5062 ,51.1000 ,63.4312 ,49.0625 ,39.6420 ,57.0170 ,58.8375 ,55.0625 ,31.5000 ,45.5682 
"2018.09.24_03:3",12.0764 ,12.2847 ,10.6989 ,12.7443 , ,41.5625 ,45.0568 ,53.8125 ,65.9437 ,57.0562 ,57.7273 ,11.8068 ,67.4773 ,51.2216 ,63.3750 ,49.1250 ,39.6250 ,57.0562 ,58.8750 ,55.0625 ,31.4716 ,45.6250 
"2018.09.24_03:4",11.8625 ,12.0813 ,10.4563 ,12.6125 , ,41.5187 ,45.0063 ,53.8813 ,65.9375 ,57.0125 ,57.7812 ,11.7125 ,67.4375 ,51.3625 ,63.3687 ,49.1625 ,39.5688 ,57.0625 ,58.9062 ,55.0625 ,31.4375 ,45.6938 
"2018.09.24_03:5",11.8812 ,12.1375 ,10.4875 ,12.5563 , ,41.5000 ,45.0000 ,53.9500 ,65.9375 ,57.0000 ,57.8375 ,11.6500 ,67.4125 ,51.5125 ,63.3125 ,49.2799 ,39.5598 ,57.0978 ,58.9375 ,55.0489 ,31.3875 ,45.7935 
"2018.09.24_04:0",11.8194 ,12.0139 ,12.6364 ,12.5852 , ,41.4545 ,44.9830 ,54.0170 ,65.9000 ,57.0000 ,57.8977 ,11.5739 ,67.3750 ,51.4886 ,63.3125 ,49.3687 ,39.5000 ,57.1250 ,58.9659 ,55.0063 ,31.3636 ,45.7875 
"2018.09.24_04:1",11.7562 ,11.9437 ,11.9313 ,12.5750 , ,41.4250 ,44.9375 ,54.0625 ,65.8750 ,56.9943 ,57.9500 ,11.5125 ,67.3500 ,51.5688 ,63.2812 ,49.3182 ,39.5000 ,57.1250 ,59.0000 ,55.0057 ,31.3125 ,45.6534 
"2018.09.24_04:2",11.5938 ,11.7375 ,11.4563 ,12.5312 , ,41.3875 ,44.9375 ,54.0688 ,65.8750 ,56.9438 ,58.0000 ,11.3625 ,67.3125 ,51.6812 ,63.2500 ,49.2875 ,39.4375 ,57.1313 ,59.0250 ,55.0000 ,31.2625 ,45.5000 
"2018.09.24_04:3",11.5500 ,11.7014 ,11.0227 ,12.4489 , ,41.3466 ,44.9318 ,54.1136 ,65.8563 ,56.9375 ,58.0455 ,11.2557 ,67.2841 ,51.8125 ,63.2330 ,49.2500 ,39.4312 ,57.1750 ,59.0625 ,55.0000 ,31.2159 ,45.3937 
"2018.09.24_04:4",11.4931 ,11.6813 ,10.6750 ,12.3875 , ,41.3125 ,44.8750 ,54.1250 ,65.8182 ,56.9375 ,58.0812 ,11.1625 ,67.2500 ,51.9438 ,63.1875 ,49.2500 ,39.3750 ,57.1875 ,59.0688 ,55.0000 ,31.1625 ,45.3750 
"2018.09.24_04:5",11.3063 ,11.4625 ,10.3750 ,12.2688 , ,41.2812 ,44.8750 ,54.1750 ,65.8125 ,56.9312 ,58.1250 ,11.0750 ,67.2000 ,52.0562 ,63.1875 ,49.2625 ,39.3312 ,57.1875 ,59.1250 ,55.0000 ,31.1250 ,45.3937 
"2018.09.24_05:0",11.2188 ,11.3875 ,10.1080 ,12.1136 , ,41.2500 ,44.8125 ,54.2045 ,65.8125 ,56.8937 ,58.1875 ,10.9716 ,67.1875 ,52.1932 ,63.1648 ,49.3125 ,39.3125 ,57.2375 ,59.1250 ,54.9625 ,31.0682 ,45.4500 
"2018.09.24_05:1",11.2569 ,11.3750 ,9.9125 ,12.0188 , ,41.2188 ,44.8125 ,54.2500 ,65.7727 ,56.8750 ,58.2250 ,10.8812 ,67.1500 ,52.3312 ,63.1250 ,49.3636 ,39.2557 ,57.2500 ,59.1875 ,54.9375 ,31.0000 ,45.5227 
"2018.09.24_05:2",11.2438 ,11.4187 ,9.8125 ,12.0062 , ,41.1875 ,44.8125 ,54.3062 ,65.7500 ,56.8750 ,58.2625 ,10.8125 ,67.1250 ,52.4062 ,63.1250 ,49.4250 ,39.2375 ,57.2500 ,59.1875 ,54.9375 ,30.9750 ,45.5812 
"2018.09.24_05:3",11.3000 ,11.4625 ,12.3011 ,12.1534 , ,41.1705 ,44.8125 ,54.3636 ,65.7500 ,56.8750 ,58.3125 ,10.8125 ,67.0966 ,52.2898 ,63.0852 ,49.5227 ,39.1932 ,57.2898 ,59.2273 ,54.9375 ,30.9205 ,45.6222 
"2018.09.24_05:4",11.0903 ,11.1736 ,11.6562 ,12.1250 , ,41.1250 ,44.7750 ,54.4062 ,65.7443 ,56.8409 ,58.3750 ,10.7438 ,67.0625 ,52.3062 ,63.0688 ,49.5057 ,39.1477 ,57.3125 ,59.2500 ,54.9375 ,30.8562 ,45.5114 
"2018.09.24_05:5",11.0125 ,11.1062 ,11.1188 ,12.0625 , ,41.0938 ,44.7500 ,54.4375 ,65.7125 ,56.8188 ,58.4188 ,10.6438 ,67.0312 ,52.4125 ,63.0625 ,49.4438 ,39.1125 ,57.3125 ,59.2625 ,54.9375 ,30.8000 ,45.3563 
"2018.09.24_06:0",10.7063 ,10.7250 ,10.6477 ,11.8693 , ,41.0625 ,44.7500 ,54.4375 ,65.6875 ,56.8125 ,58.4375 ,10.4773 ,67.0000 ,52.5284 ,63.0625 ,49.3864 ,39.0625 ,57.3295 ,59.3125 ,54.9205 ,30.7159 ,45.2614 
"2018.09.24_06:1",10.5375 ,10.6562 ,10.2750 ,11.7063 , ,41.0125 ,44.7062 ,54.4375 ,65.6875 ,56.8125 ,58.4750 ,10.3000 ,66.9750 ,52.6625 ,63.0063 ,49.3750 ,39.0250 ,57.3750 ,59.3125 ,54.8813 ,30.6438 ,45.1875 
"2018.09.24_06:2",10.7014 ,11.0417 ,10.0125 ,11.6750 , ,41.0000 ,44.6875 ,54.4438 ,65.6875 ,56.8062 ,58.5000 ,10.2312 ,66.9375 ,52.7375 ,63.0000 ,49.3875 ,39.0000 ,57.3750 ,59.3625 ,54.8750 ,30.5813 ,45.2313 
"2018.09.24_06:3",10.9062 ,11.1375 ,9.8807 ,11.7727 , ,40.9773 ,44.6875 ,54.5000 ,65.6648 ,56.7784 ,58.5398 ,10.3125 ,66.9205 ,52.7670 ,63.0000 ,49.4318 ,38.9432 ,57.3807 ,59.3750 ,54.8750 ,30.5455 ,45.2784 
"2018.09.24_06:4",10.9625 ,11.2063 ,9.8125 ,11.7875 , ,40.9375 ,44.6875 ,54.5125 ,65.6250 ,56.7500 ,58.5625 ,10.3875 ,66.8750 ,52.8687 ,63.0000 ,49.4750 ,38.9375 ,57.4250 ,59.3937 ,54.8750 ,30.5000 ,45.3438 
"2018.09.24_06:5",11.0903 ,11.2986 ,9.7625 ,11.9000 , ,40.9375 ,44.6313 ,54.5625 ,65.6250 ,56.7500 ,58.6125 ,10.4500 ,66.8625 ,52.9250 ,63.0000 ,49.5438 ,38.8875 ,57.4375 ,59.4375 ,54.8750 ,30.4375 ,45.4062 
"2018.09.24_07:0",11.1500 ,11.3812 ,11.9261 ,11.9886 , ,40.9375 ,44.6250 ,54.6193 ,65.6250 ,56.7500 ,58.6307 ,10.5284 ,66.8125 ,52.7443 ,62.9602 ,49.6413 ,38.8723 ,57.4375 ,59.4375 ,54.8696 ,30.3864 ,45.4620 
"2018.09.24_07:1",11.1813 ,11.3812 ,11.7562 ,12.1687 , ,40.9500 ,44.5750 ,54.6375 ,65.6125 ,56.7250 ,58.6875 ,10.6250 ,66.8000 ,52.3813 ,62.9375 ,49.6562 ,38.8188 ,57.4562 ,59.4813 ,54.8250 ,30.3313 ,45.3750 
"2018.09.24_07:2",11.2639 ,11.4653 ,11.3313 ,12.2375 , ,40.9375 ,44.5500 ,54.6375 ,65.5625 ,56.6875 ,58.7188 ,10.7000 ,66.7562 ,52.5125 ,62.9375 ,49.6250 ,38.7938 ,57.4937 ,59.5000 ,54.8125 ,30.3000 ,45.2188 
"2018.09.24_07:3",11.1625 ,11.4000 ,11.0057 ,12.0682 , ,40.9318 ,44.5227 ,54.6307 ,65.5625 ,56.6875 ,58.7500 ,10.7500 ,66.7500 ,52.4830 ,62.9375 ,49.5625 ,38.7670 ,57.5000 ,59.5057 ,54.8125 ,30.2500 ,45.0909 
"2018.09.24_07:4",11.2562 ,11.4812 ,10.7750 ,12.0875 , ,40.9500 ,44.4937 ,54.6250 ,65.5625 ,56.6875 ,58.7500 ,10.7812 ,66.6875 ,52.1250 ,62.9375 ,49.5625 ,38.7500 ,57.5063 ,59.5562 ,54.8125 ,30.1875 ,45.0625 
"2018.09.24_07:5",11.2625 ,11.4938 ,10.6375 ,12.0062 , ,41.0000 ,44.4375 ,54.6250 ,65.5625 ,56.6812 ,58.7812 ,10.8438 ,66.6875 ,51.8625 ,62.9375 ,49.5938 ,38.7313 ,57.5438 ,59.5625 ,54.8125 ,30.1500 ,45.0625 
"2018.09.24_08:0",11.2083 ,11.4583 ,10.5625 ,12.0114 , ,41.0000 ,44.4148 ,54.6761 ,65.5398 ,56.6591 ,58.8125 ,10.9205 ,66.6420 ,51.9830 ,62.9375 ,49.6250 ,38.6875 ,57.5625 ,59.5795 ,54.7898 ,30.1193 ,45.0852 
"2018.09.24_08:1",11.4437 ,11.6375 ,10.6062 ,12.1250 , ,41.0500 ,44.3750 ,54.6875 ,65.5000 ,56.6250 ,58.8188 ,11.0500 ,66.6250 ,51.5812 ,62.9375 ,49.6875 ,38.6812 ,57.5625 ,59.6250 ,54.7500 ,30.0688 ,45.1500 
"2018.09.24_08:2",11.5687 ,11.8000 ,10.7102 ,12.1648 , ,41.0625 ,44.3295 ,54.7159 ,65.5000 ,56.6250 ,58.8693 ,11.2045 ,66.5966 ,51.7500 ,62.9375 ,49.7500 ,38.6250 ,57.5625 ,59.6250 ,54.7500 ,30.0341 ,45.2250 
"2018.09.24_08:3",11.6944 ,11.8889 ,12.5188 ,12.3313 , ,41.0500 ,44.3687 ,54.7500 ,65.5000 ,56.6250 ,58.8750 ,11.3875 ,66.5625 ,51.7625 ,62.9375 ,49.8288 ,38.6250 ,57.6196 ,59.6437 ,54.7500 ,30.0000 ,45.3043 
"2018.09.24_08:4",11.9000 ,12.0875 ,12.9062 ,12.6000 , ,41.0625 ,44.3563 ,54.8000 ,65.5000 ,56.6125 ,58.9250 ,11.6250 ,66.5438 ,51.2437 ,62.9375 ,49.8687 ,38.6187 ,57.6250 ,59.6875 ,54.7500 ,29.9750 ,45.2375 
"2018.09.24_08:5",12.0125 ,12.1500 ,12.6648 ,12.7784 , ,41.0909 ,44.3011 ,54.7898 ,65.4886 ,56.5682 ,58.9375 ,11.8636 ,66.5000 ,51.3580 ,62.9886 ,49.7841 ,38.6080 ,57.6250 ,59.6875 ,54.7386 ,29.9375 ,45.0909 
"2018.09.24_09:0",12.1944 ,12.2708 ,12.6312 ,12.9750 , ,41.1500 ,44.2500 ,54.7500 ,65.4437 ,56.5625 ,58.9438 ,12.1125 ,66.5000 ,51.2000 ,63.0000 ,49.7500 ,38.5812 ,57.6562 ,59.6875 ,54.7062 ,29.9375 ,44.9688 
"2018.09.24_09:1",12.4125 ,12.4688 ,12.6750 ,13.0563 , ,41.1875 ,44.1625 ,54.7500 ,65.4375 ,56.5625 ,58.9688 ,12.3688 ,66.4437 ,51.1063 ,63.0000 ,49.7500 ,38.5625 ,57.6875 ,59.7000 ,54.6938 ,29.9312 ,44.9312 
"2018.09.24_09:2",12.6062 ,12.6000 ,12.8239 ,13.2102 , ,41.2443 ,43.9545 ,54.7500 ,65.4375 ,56.5625 ,59.0000 ,12.6591 ,66.4375 ,51.1875 ,63.0000 ,49.7045 ,38.5455 ,57.6875 ,59.7500 ,54.6875 ,29.9034 ,44.9318 
"2018.09.24_09:3",12.8812 ,12.7937 ,13.1312 ,13.4187 , ,41.2500 ,43.6000 ,54.7563 ,65.4375 ,56.5125 ,59.0000 ,12.9625 ,66.4000 ,51.6250 ,63.0000 ,49.6875 ,38.5438 ,57.6875 ,59.7500 ,54.6875 ,29.9125 ,44.9562 
"2018.09.24_09:4",13.1319 ,13.0347 ,13.7438 ,13.7125 , ,41.1625 ,43.4375 ,54.8125 ,65.4375 ,56.5000 ,59.0187 ,13.2750 ,66.3750 ,52.0875 ,63.0000 ,49.7313 ,38.5625 ,57.7188 ,59.7500 ,54.6875 ,29.9312 ,45.0312 
"2018.09.24_09:5",13.3812 ,13.2562 ,14.1250 ,13.9773 , ,41.1420 ,43.4716 ,54.8125 ,65.4091 ,56.5000 ,59.0625 ,13.6307 ,66.3750 ,51.9773 ,63.0000 ,49.7500 ,38.5625 ,57.7500 ,59.7500 ,54.6648 ,29.9205 ,45.1307 
"2018.09.24_10:0",13.6125 ,13.4812 ,14.9250 ,14.2125 , ,41.1125 ,43.5250 ,54.8625 ,65.3807 ,56.5000 ,59.0688 ,13.8750 ,66.3125 ,52.1625 ,63.0063 ,49.8352 ,38.5625 ,57.7500 ,59.7563 ,54.6449 ,29.9312 ,45.2358 
"2018.09.24_10:1",13.8264 ,13.6458 ,15.5312 ,14.6562 , ,41.0187 ,43.5875 ,54.8750 ,65.3750 ,56.4750 ,59.1063 ,14.2000 ,66.3125 ,52.5562 ,63.0063 ,49.8563 ,38.5875 ,57.7500 ,59.7938 ,54.6250 ,29.9375 ,45.2188 
"2018.09.24_10:2",13.9062 ,13.7312 ,15.8580 ,14.7216 , ,41.0170 ,43.4375 ,54.8750 ,65.3750 ,56.4375 ,59.1250 ,14.4318 ,66.2841 ,52.4943 ,63.0000 ,49.7727 ,38.6250 ,57.7614 ,59.8068 ,54.6250 ,29.9375 ,45.1080 
"2018.09.24_10:3",13.8750 ,13.7188 ,16.1500 ,14.6813 , ,41.0000 ,43.1313 ,54.8750 ,65.3750 ,56.4375 ,59.1250 ,14.5437 ,66.2500 ,52.6000 ,63.0000 ,49.6938 ,38.6250 ,57.8000 ,59.8125 ,54.6250 ,29.9375 ,45.0000 
"2018.09.24_10:4",13.8403 ,13.7361 ,16.1938 ,14.6125 , ,40.9438 ,43.0875 ,54.8750 ,65.3625 ,56.4375 ,59.1250 ,14.5000 ,66.2500 ,52.7625 ,63.0000 ,49.6375 ,38.6250 ,57.8125 ,59.8125 ,54.5938 ,29.9375 ,44.9375 
"2018.09.24_10:5",13.9938 ,13.8812 ,16.2841 ,14.6932 , ,40.8977 ,43.2727 ,54.8636 ,65.3182 ,56.4148 ,59.1591 ,14.6080 ,66.2330 ,52.9432 ,63.0114 ,49.6250 ,38.6250 ,57.8125 ,59.8125 ,54.5625 ,29.9375 ,44.9545 
"2018.09.24_11:0",14.0813 ,13.9250 ,16.5312 ,14.7125 , ,40.8750 ,43.4750 ,54.8750 ,65.3125 ,56.3750 ,59.1875 ,14.7250 ,66.1875 ,53.1812 ,63.0063 ,49.6250 ,38.6875 ,57.8188 ,59.8125 ,54.5625 ,29.9375 ,45.0187 
"2018.09.24_11:1",14.1562 ,13.9688 ,16.5437 ,14.6687 , ,40.8125 ,43.2125 ,54.8750 ,65.3125 ,56.3750 ,59.1875 ,14.8125 ,66.1875 ,53.4688 ,63.0063 ,49.6193 ,38.6875 ,57.8523 ,59.8125 ,54.5625 ,29.9812 ,45.0909 
"2018.09.24_11:2",14.2222 ,14.0764 ,16.5114 ,14.7045 , ,40.7727 ,42.7216 ,54.8920 ,65.3063 ,56.3750 ,59.1875 ,14.8693 ,66.1818 ,53.4659 ,63.0000 ,49.6125 ,38.6875 ,57.8750 ,59.8125 ,54.5562 ,30.0000 ,45.1750 
"2018.09.24_11:3",14.2063 ,14.0813 ,16.6000 ,14.7000 , ,40.7687 ,42.5875 ,54.9375 ,65.2955 ,56.3636 ,59.2375 ,14.8750 ,66.1250 ,53.4000 ,63.0000 ,49.6960 ,38.7102 ,57.8750 ,59.8125 ,54.5199 ,30.0188 ,45.2898 
"2018.09.24_11:4",14.2625 ,14.0938 ,17.0063 ,14.8875 , ,40.6750 ,42.5375 ,54.9688 ,65.2557 ,56.3125 ,59.2500 ,14.9563 ,66.1250 ,53.4750 ,63.0000 ,49.8068 ,38.7159 ,57.8750 ,59.8125 ,54.5000 ,30.0625 ,45.3011 
"2018.09.24_11:5",14.2639 ,14.1042 ,16.8125 ,15.0000 , ,40.5455 ,42.3636 ,54.9602 ,65.2500 ,56.3125 ,59.2614 ,15.0000 ,66.1193 ,53.6136 ,63.0000 ,49.7000 ,38.6875 ,57.8813 ,59.8125 ,54.5000 ,30.0682 ,45.2000 
"2018.09.24_12:0",14.3438 ,14.2188 ,16.6875 ,15.0312 , ,40.4500 ,42.2000 ,54.9375 ,65.2500 ,56.3125 ,59.3000 ,15.0500 ,66.0625 ,53.6875 ,63.0000 ,49.5812 ,38.7250 ,57.9188 ,59.8125 ,54.4875 ,30.0625 ,45.1000 
"2018.09.24_12:1",14.4250 ,14.2937 ,16.6750 ,15.0375 , ,40.4688 ,42.2875 ,54.9375 ,65.2500 ,56.2955 ,59.3062 ,15.1188 ,66.0625 ,53.6750 ,63.0000 ,49.5625 ,38.7386 ,57.9375 ,59.8125 ,54.4375 ,30.1000 ,45.0625 
"2018.09.24_12:2",14.6000 ,14.4625 ,16.7898 ,15.2045 , ,40.3977 ,42.5455 ,54.9375 ,65.2250 ,56.2500 ,59.3125 ,15.2273 ,66.0625 ,53.7557 ,63.0000 ,49.5250 ,38.7500 ,57.9375 ,59.8125 ,54.4375 ,30.1250 ,45.0625 
"2018.09.24_12:3",14.7847 ,14.6250 ,17.1187 ,15.3500 , ,40.3750 ,42.7938 ,54.9375 ,65.1875 ,56.2500 ,59.3125 ,15.5000 ,66.0563 ,53.7500 ,63.0000 ,49.5125 ,38.7375 ,57.9375 ,59.8125 ,54.4375 ,30.1250 ,45.1063 
"2018.09.24_12:4",14.6562 ,14.5312 ,17.1438 ,15.2188 , ,40.3563 ,42.8937 ,54.9375 ,65.1875 ,56.2500 ,59.3125 ,15.5250 ,66.0062 ,53.9062 ,63.0000 ,49.5568 ,38.7273 ,57.9545 ,59.8125 ,54.4148 ,30.1438 ,45.1818 
"2018.09.24_12:5",14.5500 ,14.4688 ,16.8580 ,15.0511 , ,40.3068 ,43.0568 ,54.9830 ,65.1875 ,56.2125 ,59.3580 ,15.4148 ,66.0000 ,54.1023 ,63.0000 ,49.5938 ,38.6875 ,57.9813 ,59.8125 ,54.3750 ,30.1818 ,45.2750 
"2018.09.24_13:0",14.6181 ,14.5625 ,16.6938 ,15.1188 , ,40.2437 ,43.3750 ,55.0063 ,65.1739 ,56.1875 ,59.3750 ,15.3438 ,66.0000 ,54.2750 ,63.0000 ,49.6875 ,38.6875 ,58.0000 ,59.8125 ,54.3750 ,30.1875 ,45.3723 
"2018.09.24_13:1",14.6687 ,14.5750 ,17.3693 ,15.2898 , ,40.1534 ,43.6705 ,55.0625 ,65.1437 ,56.1875 ,59.3807 ,15.4375 ,65.9886 ,54.0057 ,63.0000 ,49.8563 ,38.6875 ,58.0000 ,59.8125 ,54.3687 ,30.1875 ,45.3813 
"2018.09.24_13:2",14.6111 ,14.5556 ,16.9937 ,15.3688 , ,40.0812 ,43.7938 ,55.0625 ,65.1250 ,56.1875 ,59.4375 ,15.4000 ,65.9375 ,54.0812 ,63.0000 ,49.7750 ,38.6437 ,58.0000 ,59.8125 ,54.3250 ,30.1875 ,45.3188 
"2018.09.24_13:3",14.6750 ,14.6250 ,16.8562 ,15.4000 , ,40.0625 ,43.9312 ,55.0625 ,65.1250 ,56.1534 ,59.4375 ,15.4313 ,65.9375 ,54.0000 ,63.0000 ,49.7500 ,38.6250 ,58.0114 ,59.8250 ,54.3125 ,30.1875 ,45.2102 
"2018.09.24_13:4",14.7188 ,14.6750 ,16.6989 ,15.3580 , ,40.0511 ,44.0568 ,55.0625 ,65.1188 ,56.1250 ,59.4375 ,15.4375 ,65.9375 ,53.8466 ,63.0000 ,49.7500 ,38.6250 ,58.0625 ,59.8295 ,54.3125 ,30.1875 ,45.1313 
"2018.09.24_13:5",14.7292 ,14.6667 ,16.6250 ,15.3063 , ,39.9875 ,44.2000 ,55.0500 ,65.0750 ,56.1250 ,59.4375 ,15.4688 ,65.9375 ,54.1750 ,63.0000 ,49.7000 ,38.6250 ,58.0625 ,59.8438 ,54.2563 ,30.2000 ,45.1250 
"2018.09.24_14:0",14.6438 ,14.5437 ,16.5312 ,15.1562 , ,39.9062 ,44.4000 ,55.0625 ,65.0625 ,56.1250 ,59.4500 ,15.4187 ,65.8875 ,54.4125 ,63.0000 ,49.6875 ,38.6250 ,58.0625 ,59.8750 ,54.2500 ,30.2312 ,45.1705 
"2018.09.24_14:1",14.8000 ,14.7063 ,16.5114 ,15.2898 , ,39.8125 ,44.5170 ,55.0625 ,65.0625 ,56.0688 ,59.4886 ,15.4659 ,65.8750 ,54.5739 ,63.0000 ,49.6812 ,38.6250 ,58.0625 ,59.8750 ,54.2500 ,30.2500 ,45.2437 
"2018.09.24_14:2",14.8750 ,14.7778 ,16.6687 ,15.3250 , ,39.7750 ,44.5625 ,55.0688 ,65.0625 ,56.0625 ,59.5000 ,15.6062 ,65.8750 ,54.4625 ,63.0000 ,49.6875 ,38.6250 ,58.0750 ,59.8750 ,54.1938 ,30.2500 ,45.3250 
"2018.09.24_14:3",14.8250 ,14.7625 ,16.5813 ,15.2438 , ,39.7687 ,44.5125 ,55.1250 ,65.0568 ,56.0625 ,59.5063 ,15.6125 ,65.8688 ,54.3250 ,63.0000 ,49.7500 ,38.6250 ,58.1193 ,59.8750 ,54.1875 ,30.2500 ,45.4034 
"2018.09.24_14:4",14.7562 ,14.7014 ,17.0455 ,15.2614 , ,39.7557 ,44.5795 ,55.1648 ,65.0284 ,56.0511 ,59.5625 ,15.5625 ,65.8409 ,54.0455 ,63.0000 ,49.8864 ,38.6165 ,58.1250 ,59.8750 ,54.1875 ,30.2614 ,45.4489 
"2018.09.24_14:5",14.6736 ,14.6000 ,16.7937 ,15.3500 , ,39.7000 ,44.7000 ,55.1875 ,65.0000 ,56.0000 ,59.5625 ,15.4875 ,65.8125 ,54.1125 ,63.0000 ,49.9250 ,38.5750 ,58.1250 ,59.8750 ,54.1500 ,30.3000 ,45.3813 
"2018.09.24_15:0",14.7375 ,14.7125 ,16.5938 ,15.4313 , ,39.6875 ,44.7875 ,55.1750 ,65.0000 ,56.0000 ,59.5750 ,15.4625 ,65.8125 ,54.1875 ,63.0000 ,49.8750 ,38.5625 ,58.1250 ,59.8750 ,54.1250 ,30.3125 ,45.2670 
"2018.09.24_15:1",14.6875 ,14.6528 ,16.4432 ,15.2841 , ,39.6648 ,44.8125 ,55.1364 ,65.0000 ,56.0000 ,59.6136 ,15.4716 ,65.8125 ,54.0227 ,63.0000 ,49.8500 ,38.5625 ,58.1313 ,59.8750 ,54.1250 ,30.3125 ,45.1875 
"2018.09.24_15:2",14.5938 ,14.5375 ,16.2375 ,15.1438 , ,39.6625 ,44.8250 ,55.1250 ,64.9500 ,55.9500 ,59.6250 ,15.4125 ,65.7687 ,53.9688 ,63.0000 ,49.8188 ,38.5625 ,58.1625 ,59.8750 ,54.0875 ,30.3125 ,45.1812 
"2018.09.24_15:3",14.7153 ,14.6528 ,16.2188 ,15.2000 , ,39.6313 ,44.9000 ,55.1250 ,64.9375 ,55.9375 ,59.6250 ,15.4187 ,65.7500 ,54.1750 ,63.0125 ,49.8125 ,38.5114 ,58.1875 ,59.8750 ,54.0625 ,30.3250 ,45.1818 
"2018.09.24_15:4",14.9938 ,14.9125 ,16.4545 ,15.4830 , ,39.5625 ,45.0568 ,55.1534 ,64.9375 ,55.9375 ,59.6250 ,15.6136 ,65.7500 ,54.4261 ,63.0170 ,49.8125 ,38.5000 ,58.1875 ,59.8750 ,54.0562 ,30.3523 ,45.2375 
"2018.09.24_15:5",14.9313 ,14.8375 ,16.6625 ,15.4000 , ,39.5187 ,45.0438 ,55.1875 ,64.9375 ,55.9250 ,59.6313 ,15.7500 ,65.7500 ,54.6375 ,63.0562 ,49.8188 ,38.5000 ,58.1875 ,59.8750 ,54.0250 ,30.3750 ,45.3062 
"2018.09.24_16:0",14.8333 ,14.7292 ,16.5312 ,15.2812 , ,39.4188 ,44.8188 ,55.1938 ,64.9148 ,55.8750 ,59.6688 ,15.6562 ,65.7188 ,54.8687 ,63.0625 ,49.8125 ,38.5000 ,58.1875 ,59.8813 ,54.0000 ,30.3750 ,45.3920 
"2018.09.24_16:1",14.7812 ,14.6813 ,17.0852 ,15.2670 , ,39.3295 ,44.2557 ,55.2443 ,64.9091 ,55.8750 ,59.6875 ,15.5966 ,65.6875 ,54.7898 ,63.0625 ,49.8722 ,38.5000 ,58.2301 ,59.8750 ,54.0000 ,30.3977 ,45.4602 
"2018.09.24_16:2",14.7812 ,14.7188 ,17.0250 ,15.4313 , ,39.2500 ,44.0812 ,55.2500 ,64.8750 ,55.8750 ,59.6875 ,15.5625 ,65.6875 ,54.5625 ,63.0625 ,49.9375 ,38.5000 ,58.2500 ,59.8875 ,53.9489 ,30.4250 ,45.4091 
"2018.09.24_16:3",14.7847 ,14.7153 ,16.8625 ,15.4625 , ,39.1812 ,44.2313 ,55.2500 ,64.8750 ,55.8250 ,59.7375 ,15.5813 ,65.6875 ,54.6063 ,63.0625 ,49.8563 ,38.5000 ,58.2500 ,59.9125 ,53.9375 ,30.4375 ,45.2875 
"2018.09.24_16:4",14.8063 ,14.7312 ,16.7784 ,15.3977 , ,39.1023 ,44.4659 ,55.2159 ,64.8750 ,55.8125 ,59.7500 ,15.6250 ,65.6875 ,54.7216 ,63.0625 ,49.7812 ,38.5000 ,58.2500 ,59.9261 ,53.9375 ,30.4375 ,45.2000 
"2018.09.24_16:5",14.7083 ,14.6528 ,16.6062 ,15.2562 , ,39.0500 ,44.5125 ,55.1875 ,64.8580 ,55.8125 ,59.7500 ,15.5500 ,65.6375 ,54.7938 ,63.0625 ,49.7045 ,38.5000 ,58.2500 ,59.9375 ,53.8750 ,30.4375 ,45.1875 
"2018.09.24_17:0",14.5875 ,14.5250 ,16.3438 ,15.0750 , ,38.9688 ,44.4875 ,55.1875 ,64.8187 ,55.8000 ,59.7500 ,15.4375 ,65.6312 ,54.9500 ,63.0625 ,49.6875 ,38.5000 ,58.2625 ,59.9375 ,53.8750 ,30.4625 ,45.1875 
"2018.09.24_17:1",14.6188 ,14.5625 ,16.1307 ,15.0625 , ,38.9091 ,44.6534 ,55.1875 ,64.8125 ,55.7563 ,59.7500 ,15.3750 ,65.6250 ,55.0227 ,63.0682 ,49.6875 ,38.4688 ,58.2875 ,59.9375 ,53.8750 ,30.4659 ,45.2437 
"2018.09.24_17:2",14.5903 ,14.5278 ,16.0437 ,14.9938 , ,38.8500 ,44.8062 ,55.2062 ,64.8125 ,55.7500 ,59.7500 ,15.3688 ,65.6250 ,55.1750 ,63.0688 ,49.6932 ,38.4375 ,58.3125 ,59.9375 ,53.8182 ,30.4875 ,45.3239 
"2018.09.24_17:3",14.5000 ,14.4688 ,15.9062 ,14.8688 , ,38.8062 ,44.9000 ,55.2500 ,64.8125 ,55.7500 ,59.7750 ,15.2750 ,65.6250 ,55.2500 ,63.0875 ,49.7500 ,38.4375 ,58.3125 ,59.9375 ,53.8125 ,30.5000 ,45.4000 
"2018.09.24_17:4",14.4688 ,14.4750 ,16.1591 ,14.8580 , ,38.7500 ,45.0114 ,55.2841 ,64.7983 ,55.7330 ,59.8125 ,15.1932 ,65.6250 ,55.1818 ,63.1250 ,49.8466 ,38.4261 ,58.3125 ,59.9375 ,53.8097 ,30.5000 ,45.4858 
