"when","monitor_ambient_1","monitor_ambient_2","pipe_inlet","pipe_outlet","sensor_A","sensor_AB","sensor_CD","sensor_EF","sensor_F","sensor_G","sensor_GH","sensor_H","sensor_K","sensor_L","sensor_M","sensor_N","sensor_O","sensor_Q","sensor_T","sensor_U","sensor_X","sensor_Z"
"2018.10.13_18:2",10.7937 ,11.9563 ,9.4875 ,10.4938 , ,30.1250 ,26.2500 ,47.6875 ,53.7000 ,42.6875 ,52.0625 ,9.7625 , , , ,45.2062 ,26.5938 ,49.5625 ,52.0812 ,40.2500 , ,37.5125 
"2018.10.13_18:3",10.7708 ,12.0694 ,9.2898 ,10.3864 , ,30.0966 ,26.3239 ,47.6875 ,53.7443 ,42.6875 ,52.0852 ,9.6250 , , , ,45.1307 ,26.5625 ,49.5625 ,52.0852 ,40.2500 , ,37.5000 
"2018.10.13_18:4",10.8750 ,12.2500 ,9.0563 ,10.2750 , ,30.0625 ,26.4312 ,47.7375 ,53.7500 ,42.6875 ,52.1250 ,9.5000 , , , ,45.0688 ,26.5625 ,49.5625 ,52.0812 ,40.2500 , ,37.5000 
"2018.10.13_18:5",11.1375 ,12.5750 ,8.8562 ,10.1875 , ,30.0562 ,26.5625 ,47.7500 ,53.7500 ,42.6875 ,52.1250 ,9.3500 , , , ,45.0063 ,26.5375 ,49.5625 ,52.1000 ,40.2500 , ,37.5000 
"2018.10.13_19:0",11.0278 ,12.6944 ,8.6420 ,10.0398 , ,30.0000 ,26.6648 ,47.7500 ,53.7500 ,42.6875 ,52.1250 ,9.1420 , , , ,44.9489 ,26.5000 ,49.5682 ,52.0909 ,40.2386 , ,37.5000 
"2018.10.13_19:1",11.0938 ,12.7000 ,8.4313 ,9.9375 , ,30.0000 ,26.7437 ,47.7500 ,53.7500 ,42.6875 ,52.1500 ,9.0813 , , , ,44.9312 ,26.5000 ,49.5875 ,52.1250 ,40.2000 , ,37.4375 
"2018.10.13_19:2",11.0687 ,12.7063 ,8.2188 ,9.8187 , ,29.9438 ,26.8438 ,47.7500 ,53.7500 ,42.6875 ,52.1875 ,8.9125 , , , ,44.8750 ,26.4688 ,49.6187 ,52.1250 ,40.1938 , ,37.4375 
"2018.10.13_19:3",11.0062 ,12.5750 ,8.0114 ,9.6818 , ,29.9375 ,26.8750 ,47.7500 ,53.7500 ,42.6761 ,52.1875 ,8.6818 , , , ,44.8750 ,26.4375 ,49.6250 ,52.1250 ,40.1875 , ,37.4375 
"2018.10.13_19:4",10.8403 ,12.5903 ,7.8875 ,9.5375 , ,29.8938 ,26.9125 ,47.7500 ,53.7500 ,42.6688 ,52.1875 ,8.6125 , , , ,44.8687 ,26.4375 ,49.6250 ,52.1250 ,40.1875 , ,37.4312 
"2018.10.13_19:5",10.9437 ,12.6250 ,7.7438 ,9.4500 , ,29.8750 ,27.0125 ,47.7563 ,53.7500 ,42.6500 ,52.1875 ,8.5188 , , , ,44.8125 ,26.3813 ,49.6250 ,52.1250 ,40.1875 , ,37.4000 
"2018.10.13_20:0",11.1000 ,12.7063 ,12.3765 ,23.5938 , ,29.8693 ,27.1136 ,47.7557 ,53.7727 ,42.6250 ,52.2273 ,8.4241 , , , ,44.7443 ,26.3750 ,49.6250 ,52.1250 ,40.1875 , ,37.3750 
"2018.10.13_20:1",10.9792 ,12.6528 ,15.7212 ,36.2644 , ,29.8125 ,27.1500 ,47.7563 ,53.7938 ,42.6250 ,52.2375 ,8.3894 , , , ,41.4188 ,26.3250 ,49.6250 ,52.1250 ,40.1875 , ,37.3062 
"2018.10.13_20:2",10.5938 ,12.2812 ,13.7125 ,28.4563 , ,29.8125 ,27.1250 ,47.6000 ,53.8000 ,42.6250 ,52.2500 ,8.2875 , , , ,39.7375 ,26.3125 ,49.6250 ,52.1250 ,40.1625 , ,37.1187 
"2018.10.13_20:3",10.4125 ,12.2438 ,12.2500 ,23.6875 , ,29.7500 ,27.1534 ,47.2955 ,53.8125 ,42.6250 ,52.1761 ,8.2000 , , , ,39.5795 ,26.3011 ,49.6250 ,52.1250 ,40.1364 , ,36.9545 
"2018.10.13_20:4",10.3681 ,12.2083 ,11.0000 ,19.9716 , ,29.7500 ,27.1938 ,46.9875 ,53.8125 ,42.6250 ,52.0938 ,7.9545 , , , ,39.7563 ,26.2500 ,49.6313 ,52.1250 ,40.1250 , ,36.8375 
"2018.10.13_20:5",10.5250 ,12.2688 ,10.0188 ,17.3125 , ,29.7188 ,27.2750 ,46.7375 ,53.8125 ,42.6250 ,51.9562 ,7.8063 , , , ,40.0000 ,26.2500 ,49.6562 ,52.1250 ,40.1250 , ,36.7687 
"2018.10.13_21:0",10.4000 ,12.2312 ,9.2750 ,15.4938 , ,29.6875 ,27.3693 ,46.5170 ,53.8125 ,42.6250 ,51.8295 ,7.6937 , , , ,40.3182 ,26.1875 ,49.6875 ,52.1250 ,40.1250 , ,36.7500 
"2018.10.13_21:1",10.5062 ,12.2625 ,8.6193 ,13.9602 , ,29.6812 ,27.4500 ,46.3687 ,53.8125 ,42.6250 ,51.7125 ,7.5455 , , , ,40.6187 ,26.1875 ,49.6875 ,52.1250 ,40.1250 , ,36.7500 
"2018.10.13_21:2",10.4236 ,12.2222 ,8.1562 ,12.8438 , ,29.6313 ,27.5250 ,46.2687 ,53.8125 ,42.6250 ,51.6063 ,7.5000 , , , ,40.8875 ,26.1313 ,49.6875 ,52.1250 ,40.1187 , ,36.7500 
"2018.10.13_21:3",11.0563 ,12.2812 ,7.7812 ,12.0125 , ,29.6250 ,27.6136 ,46.1932 ,53.8125 ,42.5966 ,51.5227 ,7.4062 , , , ,41.1420 ,26.1250 ,49.6875 ,52.1250 ,40.0909 , ,36.7500 
"2018.10.13_21:4",11.3250 ,12.1562 ,7.4773 ,11.3125 , ,29.5688 ,27.7125 ,46.1437 ,53.8125 ,42.5750 ,51.4375 ,7.2841 , , , ,41.3687 ,26.0688 ,49.6875 ,52.1250 ,40.0688 , ,36.7500 
"2018.10.13_21:5",11.1597 ,11.9722 ,7.2062 ,10.7375 , ,29.5625 ,27.7500 ,46.1250 ,53.8125 ,42.5625 ,51.3750 ,7.1750 , , , ,41.5750 ,26.0562 ,49.6875 ,52.1063 ,40.0625 , ,36.7500 
"2018.10.13_22:0",10.4875 ,11.8500 ,6.9625 ,10.2562 , ,29.5227 ,27.7670 ,46.1250 ,53.8239 ,42.5625 ,51.3125 ,7.0750 , , , ,41.7841 ,26.0000 ,49.6875 ,52.0682 ,40.0625 , ,36.7500 
"2018.10.13_22:1",10.0875 ,11.8187 ,6.6875 ,9.8352 , ,29.5000 ,27.8500 ,46.1250 ,53.8375 ,42.5625 ,51.3000 ,7.0625 , , , ,41.9562 ,25.9875 ,49.6875 ,52.0625 ,40.0625 , ,36.7500 
"2018.10.13_22:2",9.8958 ,11.8056 ,6.4688 ,9.5312 , ,29.4875 ,27.9187 ,46.1250 ,53.8750 ,42.5625 ,51.2687 ,7.0750 , , , ,42.1125 ,25.9375 ,49.6875 ,52.0562 ,40.0625 , ,36.7500 
"2018.10.13_22:3",10.0375 ,11.9563 ,6.3409 ,9.2898 , ,29.4375 ,28.0227 ,46.1818 ,53.8750 ,42.5625 ,51.2500 ,7.1250 , , , ,42.2500 ,25.9091 ,49.6875 ,52.0114 ,40.0625 , ,36.7500 
"2018.10.13_22:4",10.0000 ,11.9375 ,6.2188 ,9.0250 , ,29.4312 ,28.1000 ,46.1875 ,53.8750 ,42.5625 ,51.2500 ,7.1312 , , , ,42.3813 ,25.8750 ,49.6875 ,52.0000 ,40.0438 , ,36.7500 
"2018.10.13_22:5",9.8375 ,11.8688 ,6.1000 ,8.8438 , ,29.3813 ,28.1750 ,46.2250 ,53.8750 ,42.5625 ,51.2500 ,7.1250 , , , ,42.4875 ,25.8625 ,49.6875 ,52.0000 ,40.0125 , ,36.7500 
"2018.10.13_23:0",9.7708 ,11.8264 ,5.9830 ,8.6648 , ,29.3693 ,28.2273 ,46.2500 ,53.8750 ,42.5625 ,51.2500 ,7.0625 , , , ,42.5966 ,25.8125 ,49.6761 ,51.9830 ,40.0000 , ,36.7500 
"2018.10.13_23:1",9.7375 ,11.8187 ,5.9000 ,8.5125 , ,29.3188 ,28.2937 ,46.3062 ,53.8750 ,42.5625 ,51.2500 ,7.0438 , , , ,42.6875 ,25.7875 ,49.6375 ,51.9375 ,40.0000 , ,36.7500 
"2018.10.13_23:2",9.7063 ,11.8125 ,5.8187 ,8.3500 , ,29.3125 ,28.3466 ,46.3125 ,53.8750 ,42.5568 ,51.2500 ,7.0000 , , , ,42.7784 ,25.7500 ,49.6250 ,51.9375 ,40.0000 , ,36.7500 
"2018.10.13_23:3",9.8889 ,11.9583 ,5.7386 ,8.2386 , ,29.2688 ,28.4125 ,46.3563 ,53.8750 ,42.5625 ,51.2500 ,6.9432 , , , ,42.8500 ,25.7437 ,49.6250 ,51.9375 ,40.0000 , ,36.7500 
"2018.10.13_23:4",9.8187 ,11.9437 ,5.6625 ,8.1375 , ,29.2500 ,28.4563 ,46.3750 ,53.8750 ,42.5438 ,51.2500 ,6.9313 , , , ,42.9188 ,25.6875 ,49.6250 ,51.9125 ,40.0000 , ,36.7500 
"2018.10.13_23:5",10.0500 ,11.9812 ,5.6188 ,8.0062 , ,29.2273 ,28.5398 ,46.4148 ,53.8920 ,42.5114 ,51.2500 ,6.7687 , , , ,42.9659 ,25.6761 ,49.6250 ,51.8750 ,40.0000 , ,36.7500 
"2018.10.14_00:0",9.6389 ,11.7292 ,5.5341 ,7.8920 , ,29.1875 ,28.6000 ,46.4375 ,53.9188 ,42.5063 ,51.2500 ,6.7102 , , , ,43.0312 ,25.6250 ,49.6250 ,51.8750 ,39.9625 , ,36.7313 
"2018.10.14_00:1",9.7000 ,11.8750 ,5.4875 ,7.8125 , ,29.1812 ,28.6687 ,46.4500 ,53.9375 ,42.5000 ,51.2687 ,6.6813 , , , ,43.0625 ,25.6250 ,49.6250 ,51.8750 ,39.9438 , ,36.6875 
"2018.10.14_00:2",9.7750 ,11.9375 ,5.4062 ,7.7375 , ,29.1307 ,28.7500 ,46.5000 ,53.9375 ,42.5000 ,51.3068 ,6.6250 , , , ,43.1250 ,25.5625 ,49.6250 ,51.8750 ,39.9375 , ,36.6875 
"2018.10.14_00:3",9.7812 ,11.8938 ,5.3182 ,7.6761 , ,29.1187 ,28.8188 ,46.5000 ,53.9375 ,42.5000 ,51.3125 ,6.5852 , , , ,43.1500 ,25.5625 ,49.6000 ,51.8687 ,39.9375 , ,36.6875 
"2018.10.14_00:4",9.6806 ,11.8611 ,5.2188 ,7.5938 , ,29.0625 ,28.8938 ,46.5562 ,53.9375 ,42.5000 ,51.3125 ,6.5500 , , , ,43.1875 ,25.5063 ,49.6000 ,51.8312 ,39.9375 , ,36.6875 
"2018.10.14_00:5",9.5875 ,11.8313 ,5.1375 ,7.5000 , ,29.0568 ,28.9489 ,46.5625 ,53.9375 ,42.5000 ,51.3125 ,6.4813 , , , ,43.2386 ,25.5000 ,49.5625 ,51.8125 ,39.9375 , ,36.6818 
"2018.10.14_01:0",9.4625 ,11.7000 ,5.0739 ,7.4091 , ,29.0063 ,29.0063 ,46.5625 ,53.9375 ,42.5000 ,51.3125 ,6.3693 , , , ,43.2500 ,25.4563 ,49.5625 ,51.8125 ,39.9375 , ,36.6812 
"2018.10.14_01:1",9.3403 ,11.5625 ,4.9938 ,7.3125 , ,29.0000 ,29.0625 ,46.6250 ,53.9375 ,42.5000 ,51.3312 ,6.3000 , , , ,43.3000 ,25.4375 ,49.5688 ,51.8125 ,39.9375 , ,36.6375 
"2018.10.14_01:2",9.2312 ,11.4000 ,4.9688 ,7.2625 , ,28.9432 ,29.0739 ,46.6250 ,53.9375 ,42.5000 ,51.3693 ,6.3125 , , , ,43.3182 ,25.3864 ,49.5625 ,51.8125 ,39.8977 , ,36.6307 
"2018.10.14_01:3",9.1875 ,11.4437 ,5.0341 ,7.2500 , ,28.9375 ,29.1250 ,46.6313 ,53.9750 ,42.5000 ,51.3750 ,6.3636 , , , ,43.3687 ,25.3625 ,49.5625 ,51.8125 ,39.8750 , ,36.6250 
"2018.10.14_01:4",9.2847 ,11.5486 ,5.1188 ,7.2438 , ,28.8813 ,29.1687 ,46.6750 ,53.9937 ,42.4813 ,51.3750 ,6.3125 , , , ,43.3750 ,25.3188 ,49.5625 ,51.8125 ,39.8750 , ,36.6250 
"2018.10.14_01:5",9.2750 ,11.4750 ,5.0312 ,7.2000 , ,28.8750 ,29.2500 ,46.6875 ,54.0000 ,42.4602 ,51.3864 ,6.2750 , , , ,43.3750 ,25.3068 ,49.5625 ,51.8011 ,39.8750 , ,36.6250 
"2018.10.14_02:0",9.2000 ,11.5375 ,4.9716 ,7.1534 , ,28.8313 ,29.3250 ,46.6875 ,54.0000 ,42.4438 ,51.4312 ,6.2159 , , , ,43.3750 ,25.2500 ,49.5625 ,51.7812 ,39.8750 , ,36.6125 
"2018.10.14_02:1",9.3625 ,11.5687 ,4.9375 ,7.0938 , ,28.8125 ,29.4000 ,46.6875 ,54.0000 ,42.4375 ,51.4375 ,6.1375 , , , ,43.3937 ,25.2437 ,49.5625 ,51.7563 ,39.8750 , ,36.5625 
"2018.10.14_02:2",9.3125 ,11.4722 ,4.8750 ,7.0187 , ,28.7727 ,29.4773 ,46.7159 ,54.0000 ,42.4375 ,51.4375 ,6.1125 , , , ,43.4375 ,25.1875 ,49.5625 ,51.7557 ,39.8750 , ,36.5625 
"2018.10.14_02:3",9.3938 ,11.4313 ,4.8125 ,6.9261 , ,28.7500 ,29.5000 ,46.7500 ,54.0000 ,42.4375 ,51.4375 ,5.9943 , , , ,43.4375 ,25.1812 ,49.5625 ,51.7500 ,39.8687 , ,36.5625 
"2018.10.14_02:4",8.9625 ,11.2625 ,4.8125 ,6.8500 , ,28.7000 ,29.5500 ,46.7500 ,54.0000 ,42.4375 ,51.4375 ,5.9688 , , , ,43.4375 ,25.1250 ,49.5625 ,51.7500 ,39.8563 , ,36.5625 
"2018.10.14_02:5",9.1319 ,11.3333 ,4.8125 ,6.8250 , ,28.6875 ,29.6023 ,46.7500 ,54.0000 ,42.4375 ,51.4659 ,6.0625 , , , ,43.4375 ,25.0966 ,49.5625 ,51.7500 ,39.8239 , ,36.5625 
"2018.10.14_03:0",9.4625 ,11.4375 ,4.8295 ,6.8352 , ,28.6438 ,29.6313 ,46.7500 ,54.0125 ,42.4375 ,51.5000 ,5.9830 , , , ,43.4375 ,25.0625 ,49.5625 ,51.7500 ,39.8125 , ,36.5625 
"2018.10.14_03:1",9.5500 ,11.4875 ,4.8063 ,6.8125 , ,28.6250 ,29.7125 ,46.7500 ,54.0375 ,42.4375 ,51.5000 ,5.9250 , , , ,43.4375 ,25.0188 ,49.5625 ,51.7500 ,39.8125 , ,36.5312 
"2018.10.14_03:2",9.3264 ,11.3542 ,4.7614 ,6.7614 , ,28.5909 ,29.7784 ,46.8068 ,54.0455 ,42.4375 ,51.5000 ,5.8920 , , , ,43.4375 ,25.0000 ,49.5739 ,51.7500 ,39.8125 , ,36.5057 
"2018.10.14_03:3",8.9812 ,11.2562 ,4.6875 ,6.7375 , ,28.5625 ,29.8125 ,46.8125 ,54.0625 ,42.4312 ,51.5000 ,5.8750 , , , ,43.4375 ,24.9563 ,49.5688 ,51.7500 ,39.8125 , ,36.5000 
"2018.10.14_03:4",9.2188 ,11.3125 ,4.6250 ,6.6875 , ,28.5437 ,29.8625 ,46.8125 ,54.0625 ,42.3937 ,51.5000 ,5.8375 , , , ,43.4688 ,24.9312 ,49.5812 ,51.7500 ,39.8125 , ,36.5000 
"2018.10.14_03:5",9.1625 ,11.3125 ,4.6136 ,6.6875 , ,28.5000 ,29.8920 ,46.8125 ,54.0625 ,42.3750 ,51.5057 ,5.8125 , , , ,43.4773 ,24.8807 ,49.5966 ,51.7500 ,39.8125 , ,36.5000 
"2018.10.14_04:0",9.0417 ,11.3194 ,4.5625 ,6.6375 , ,28.4750 ,29.9375 ,46.8125 ,54.0625 ,42.3813 ,51.5562 ,5.7750 , , , ,43.4625 ,24.8562 ,49.6187 ,51.7500 ,39.8125 , ,36.4562 
"2018.10.14_04:1",9.0625 ,11.2875 ,12.7145 ,28.4205 , ,28.4375 ,29.9716 ,46.8125 ,54.0682 ,42.3750 ,51.5625 ,5.8011 , , , ,41.5170 ,24.8125 ,49.6136 ,51.7443 ,39.7898 , ,36.4091 
"2018.10.14_04:2",9.0312 ,11.3000 ,13.0000 ,29.5312 , ,28.4187 ,30.0000 ,46.7000 ,54.0688 ,42.3750 ,51.5625 ,5.7313 , , , ,38.7938 ,24.8000 ,49.6250 ,51.7313 ,39.7563 , ,36.2563 
"2018.10.14_04:3",8.9306 ,11.2014 ,11.2312 ,24.3000 , ,28.3750 ,30.0063 ,46.4438 ,54.0688 ,42.3750 ,51.5187 ,5.6937 , , , ,38.3813 ,24.7500 ,49.6250 ,51.7125 ,39.7500 , ,36.0938 
"2018.10.14_04:4",9.8250 ,11.0813 ,9.8011 ,20.2443 , ,28.3523 ,30.0455 ,46.1364 ,54.1136 ,42.3750 ,51.4148 ,5.5625 , , , ,38.4545 ,24.7330 ,49.6250 ,51.7216 ,39.7500 , ,35.9602 
"2018.10.14_04:5",9.0188 ,11.0062 ,8.8000 ,17.2625 , ,28.3188 ,30.1125 ,45.8687 ,54.1250 ,42.3750 ,51.3125 ,5.5812 , , , ,38.7375 ,24.6875 ,49.6250 ,51.6938 ,39.7500 , ,35.8875 
"2018.10.14_05:0",8.8250 ,10.9931 ,7.9562 ,14.9313 , ,28.3125 ,30.1250 ,45.6625 ,54.1187 ,42.3750 ,51.1938 ,5.6188 , , , ,39.0250 ,24.6687 ,49.6250 ,51.6875 ,39.7500 , ,35.8750 
"2018.10.14_05:1",8.6250 ,11.0062 ,7.2102 ,13.1136 , ,28.2500 ,30.1648 ,45.5000 ,54.1250 ,42.3693 ,51.0511 ,5.5000 , , , ,39.3352 ,24.6250 ,49.6250 ,51.6875 ,39.7500 , ,35.8693 
"2018.10.14_05:2",8.8187 ,10.9938 ,6.6312 ,11.9250 , ,28.2375 ,30.1938 ,45.3687 ,54.1250 ,42.3312 ,50.9500 ,5.5938 , , , ,39.6562 ,24.5875 ,49.6250 ,51.6875 ,39.7500 , ,35.8687 
"2018.10.14_05:3",9.0000 ,10.9938 ,6.1932 ,10.8920 , ,28.1875 ,30.2437 ,45.2938 ,54.1250 ,42.3125 ,50.8438 ,5.5625 , , , ,39.9250 ,24.5625 ,49.6250 ,51.6875 ,39.7500 , ,35.8750 
"2018.10.14_05:4",9.3681 ,11.0208 ,5.8750 ,10.0938 , ,28.1648 ,30.2500 ,45.2500 ,54.1250 ,42.3125 ,50.7670 ,5.5125 , , , ,40.1932 ,24.5170 ,49.6250 ,51.6307 ,39.7443 , ,35.8750 
"2018.10.14_05:5",8.7625 ,10.9688 ,5.6188 ,9.5062 , ,28.1250 ,30.2875 ,45.2000 ,54.1250 ,42.3125 ,50.7000 ,5.5438 , , , ,40.4250 ,24.5000 ,49.6250 ,51.6250 ,39.6875 , ,35.8750 
"2018.10.14_06:0",8.6875 ,10.8938 ,5.4091 ,9.0795 , ,28.1250 ,30.3250 ,45.1875 ,54.1250 ,42.3125 ,50.6437 ,5.5909 , , , ,40.6375 ,24.4625 ,49.6250 ,51.6187 ,39.6875 , ,35.8813 
"2018.10.14_06:1",8.7083 ,10.9792 ,5.2000 ,8.6687 , ,28.0852 ,30.3807 ,45.1932 ,54.1250 ,42.3125 ,50.6136 ,5.4813 , , , ,40.8295 ,24.4375 ,49.6250 ,51.5625 ,39.6875 , ,35.9091 
"2018.10.14_06:2",8.9625 ,10.9938 ,5.0062 ,8.3063 , ,28.0625 ,30.4750 ,45.2500 ,54.1250 ,42.3125 ,50.5625 ,5.3812 , , , ,41.0063 ,24.3875 ,49.6250 ,51.5625 ,39.6875 , ,35.9188 
"2018.10.14_06:3",9.1312 ,10.9938 ,4.8466 ,8.0398 , ,28.0188 ,30.5562 ,45.2500 ,54.1250 ,42.3062 ,50.5625 ,5.3750 , , , ,41.1437 ,24.3750 ,49.6250 ,51.5250 ,39.6875 , ,35.9250 
"2018.10.14_06:4",8.8562 ,10.9125 ,4.7438 ,7.8063 , ,28.0000 ,30.5682 ,45.2670 ,54.1250 ,42.2784 ,50.5398 ,5.4250 , , , ,41.2955 ,24.3182 ,49.6250 ,51.5000 ,39.6875 , ,35.9318 
"2018.10.14_06:5",8.8403 ,10.9444 ,4.6875 ,7.6125 , ,27.9563 ,30.6250 ,45.3125 ,54.1250 ,42.2563 ,50.5000 ,5.4500 , , , ,41.4250 ,24.3125 ,49.6250 ,51.4875 ,39.6875 , ,35.9375 
"2018.10.14_07:0",9.1625 ,11.0125 ,4.6875 ,7.4489 , ,27.9375 ,30.6375 ,45.3312 ,54.1250 ,42.2563 ,50.5000 ,5.4716 , , , ,41.5375 ,24.2500 ,49.5812 ,51.4375 ,39.6875 , ,35.9375 
"2018.10.14_07:1",8.8625 ,10.9062 ,4.6875 ,7.3312 , ,27.8920 ,30.6648 ,45.3750 ,54.1250 ,42.2500 ,50.5000 ,5.4875 , , , ,41.6420 ,24.2500 ,49.5682 ,51.4375 ,39.6761 , ,35.9375 
"2018.10.14_07:2",8.8889 ,10.9792 ,4.6937 ,7.2500 , ,27.8750 ,30.6875 ,45.4188 ,54.1250 ,42.2500 ,50.5000 ,5.5687 , , , ,41.7313 ,24.1938 ,49.5625 ,51.4062 ,39.6437 , ,35.9312 
"2018.10.14_07:3",9.0938 ,11.0375 ,4.7955 ,7.1989 , ,27.8313 ,30.6875 ,45.4375 ,54.1250 ,42.2500 ,50.5000 ,5.6420 , , , ,41.8312 ,24.1875 ,49.5625 ,51.3750 ,39.6250 , ,35.9375 
"2018.10.14_07:4",9.6062 ,11.1250 ,4.9000 ,7.1813 , ,27.8125 ,30.7216 ,45.4830 ,54.1307 ,42.2500 ,50.5114 ,5.7438 , , , ,41.9205 ,24.1477 ,49.5625 ,51.3750 ,39.6250 , ,35.9375 
"2018.10.14_07:5",9.7778 ,11.0278 ,5.0625 ,7.1125 , ,27.7625 ,30.7812 ,45.5000 ,54.1437 ,42.2500 ,50.5438 ,5.7687 , , , ,41.9813 ,24.1250 ,49.5562 ,51.3312 ,39.6250 , ,35.9375 
"2018.10.14_08:0",9.5500 ,10.9812 ,5.2216 ,7.0682 , ,27.7500 ,30.6938 ,45.5562 ,54.1750 ,42.2500 ,50.5625 ,5.9034 , , , ,42.0500 ,24.0875 ,49.5250 ,51.3125 ,39.6250 , ,35.9375 
"2018.10.14_08:1",9.3625 ,10.9688 ,5.3937 ,7.0625 , ,27.7159 ,30.6534 ,45.5625 ,54.1875 ,42.2330 ,50.5625 ,6.0062 , , , ,42.1080 ,24.0625 ,49.5000 ,51.3125 ,39.6250 , ,35.9375 
"2018.10.14_08:2",9.2125 ,10.9688 ,5.4875 ,7.0875 , ,27.6875 ,30.6250 ,45.6187 ,54.1812 ,42.1938 ,50.5625 ,6.1437 , , , ,42.1812 ,24.0375 ,49.5000 ,51.3000 ,39.6250 , ,35.9375 
"2018.10.14_08:3",9.3264 ,11.0556 ,5.7443 ,7.2045 , ,27.6500 ,30.6250 ,45.6250 ,54.1875 ,42.1875 ,50.5688 ,6.4205 , , , ,42.2250 ,24.0000 ,49.5000 ,51.2563 ,39.6250 , ,35.9375 
"2018.10.14_08:4",10.3250 ,11.2500 ,6.1375 ,7.2938 , ,27.6250 ,30.6250 ,45.6705 ,54.1875 ,42.1875 ,50.6136 ,6.6500 , , , ,42.2784 ,24.0000 ,49.5000 ,51.2500 ,39.6136 , ,35.9375 
"2018.10.14_08:5",10.0875 ,11.2188 ,6.4813 ,7.3750 , ,27.5875 ,30.6250 ,45.6875 ,54.1875 ,42.1875 ,50.6250 ,6.8375 , , , ,42.3312 ,23.9625 ,49.5000 ,51.2500 ,39.5750 , ,35.9438 
"2018.10.14_09:0",9.6736 ,11.2222 ,6.7898 ,7.4886 , ,27.5625 ,30.6080 ,45.7443 ,54.1875 ,42.1875 ,50.6250 ,7.0739 , , , ,42.3920 ,23.9375 ,49.5000 ,51.2273 ,39.5625 , ,35.9489 
"2018.10.14_09:1",9.7937 ,11.3812 ,7.0250 ,7.5812 , ,27.5312 ,30.6125 ,45.7500 ,54.1875 ,42.1875 ,50.6250 ,7.2313 , , , ,42.4375 ,23.9375 ,49.5000 ,51.1875 ,39.5625 , ,35.9625 
"2018.10.14_09:2",9.6687 ,11.2875 ,7.2687 ,7.6625 , ,27.5000 ,30.6187 ,45.7750 ,54.1875 ,42.1812 ,50.6562 ,7.3563 , , , ,42.4813 ,23.9312 ,49.4937 ,51.1875 ,39.5625 , ,35.9562 
"2018.10.14_09:3",9.4653 ,11.0833 ,7.6591 ,7.7898 , ,27.4489 ,30.5739 ,45.8125 ,54.1875 ,42.1818 ,50.6875 ,7.6193 , , , ,42.5398 ,23.8864 ,49.4659 ,51.1875 ,39.5625 , ,35.9886 
"2018.10.14_09:4",9.5563 ,11.1500 ,8.1125 ,7.9375 , ,27.4375 ,30.5625 ,45.8125 ,54.1875 ,42.1250 ,50.6875 ,7.9000 , , , ,42.5750 ,23.8750 ,49.4562 ,51.1875 ,39.5625 , ,36.0000 
"2018.10.14_09:5",9.6875 ,11.1687 ,8.4750 ,8.0938 , ,27.4000 ,30.5625 ,45.8687 ,54.1875 ,42.1250 ,50.6875 ,8.1375 , , , ,42.6250 ,23.8750 ,49.4375 ,51.1437 ,39.5625 , ,36.0000 
"2018.10.14_10:0",9.6687 ,11.0312 ,8.8295 ,8.2443 , ,27.3750 ,30.5625 ,45.8750 ,54.2045 ,42.1250 ,50.7159 ,8.3409 , , , ,42.6875 ,23.8750 ,49.4375 ,51.1250 ,39.5625 , ,36.0000 
"2018.10.14_10:1",9.6319 ,10.8611 ,9.2125 ,8.4250 , ,27.3438 ,30.5625 ,45.9125 ,54.2125 ,42.1250 ,50.7500 ,8.5375 , , , ,42.7812 ,23.8313 ,49.4375 ,51.1250 ,39.5562 , ,36.0500 
"2018.10.14_10:2",9.6813 ,10.6625 ,9.5511 ,8.5739 , ,27.3125 ,30.5813 ,45.9375 ,54.2250 ,42.1250 ,50.7500 ,8.7045 , , , ,42.9312 ,23.8188 ,49.4375 ,51.1250 ,39.5312 , ,36.0625 
"2018.10.14_10:3",10.0750 ,11.0312 ,9.8313 ,8.6875 , ,27.2898 ,30.6591 ,45.9602 ,54.2443 ,42.1250 ,50.7557 ,8.8562 , , , ,42.8864 ,23.8125 ,49.4375 ,51.1250 ,39.5000 , ,36.0795 
"2018.10.14_10:4",10.1042 ,11.1944 ,10.0750 ,8.8063 , ,27.2500 ,30.6938 ,46.0000 ,54.2500 ,42.0812 ,50.8000 ,9.0813 , , , ,42.8750 ,23.8125 ,49.4375 ,51.1187 ,39.5000 , ,36.1250 
"2018.10.14_10:5",10.1188 ,11.3000 ,10.4205 ,8.9489 , ,27.2375 ,30.7375 ,46.0000 ,54.2500 ,42.0625 ,50.8125 ,9.3864 , , , ,42.9188 ,23.8125 ,49.4375 ,51.0812 ,39.5000 , ,36.1250 
"2018.10.14_11:0",10.2188 ,11.3000 ,10.7375 ,9.1250 , ,27.1875 ,30.7500 ,46.0398 ,54.2500 ,42.0625 ,50.8125 ,9.6562 , , , ,42.9545 ,23.8011 ,49.4375 ,51.0625 ,39.5000 , ,36.1250 
"2018.10.14_11:1",10.3472 ,11.3194 ,11.0875 ,9.3063 , ,27.1875 ,30.7500 ,46.0625 ,54.2500 ,42.0625 ,50.8312 ,9.8812 , , , ,43.0000 ,23.7688 ,49.4375 ,51.0625 ,39.5000 , ,36.1375 
